,Location_type,WH_capacity_size,zone,WH_regional_zone,num_refill_req_l3m,transport_issue_l1y,Competitor_in_mkt,retail_shop_num,wh_owner_type,distributor_num,flood_impacted,flood_proof,electric_supply,dist_from_hub,workers_num,storage_issue_reported_l3m,temp_reg_mach,approved_wh_govt_certificate,wh_breakdown_l3m,govt_check_l3m,product_wg_ton
1994,Rural,Mid,South,Zone 2,1,2,3,7204,Company Owned,69,1,0,1,207,29.0,24,0,C,2,32,30071
1995,Rural,Large,West,Zone 5,5,3,4,4204,Rented,39,0,0,0,232,21.0,6,0,B+,3,10,7110
1996,Rural,Mid,North,Zone 3,4,0,4,5420,Company Owned,16,0,0,0,87,28.0,12,0,B+,5,27,14094
1997,Rural,Small,North,Zone 6,5,1,4,4269,Company Owned,15,0,0,1,65,36.0,6,0,B+,6,13,7111
1998,Rural,Large,North,Zone 5,4,1,4,5270,Rented,35,0,0,1,260,27.0,6,0,B,4,25,7106
1999,Rural,Large,North,Zone 5,5,1,3,3861,Company Owned,43,0,0,1,98,34.0,4,1,C,2,17,5086
2000,Rural,Mid,West,Zone 4,1,0,4,5012,Company Owned,69,0,0,1,227,38.0,19,1,C,4,11,27086
2001,Rural,Large,South,Zone 5,3,0,4,4601,Company Owned,32,0,0,0,100,22.0,0,0,C,0,25,6104
2002,Rural,Large,North,Zone 6,7,0,2,5371,Company Owned,21,0,0,1,263,31.0,12,1,C,4,23,17122
2003,Rural,Large,West,Zone 6,6,3,3,5602,Company Owned,60,0,0,1,256,27.0,27,0,A,5,23,34133
2004,Rural,Mid,West,Zone 2,5,1,4,4030,Rented,51,0,0,0,179,21.0,30,1,A+,3,18,40123
2005,Rural,Large,North,Zone 6,6,0,4,4330,Company Owned,34,0,0,1,239,25.0,27,1,A,3,6,35100
2006,Rural,Large,North,Zone 6,8,3,2,5151,Company Owned,70,0,0,0,116,45.0,20,0,A,3,28,25088
2007,Rural,Large,South,Zone 6,3,0,2,4836,Rented,69,0,0,0,187,30.0,15,1,A+,4,23,21132
2008,Rural,Large,North,Zone 6,0,0,3,4550,Rented,48,0,0,0,102,40.0,29,0,A,4,28,40077
2009,Rural,Mid,South,Zone 4,7,0,4,4585,Company Owned,57,0,0,1,198,36.0,14,0,A,3,20,20122
2010,Rural,Small,North,Zone 1,3,0,4,5654,Company Owned,23,0,0,1,91,33.0,7,0,B,1,31,9139
2011,Rural,Large,South,Zone 6,3,0,2,4278,Company Owned,43,0,0,0,242,28.0,16,0,A,4,29,22098
2012,Urban,Large,North,Zone 6,3,1,2,3678,Company Owned,15,0,0,1,247,47.0,28,1,B+,4,28,34138
2013,Rural,Small,North,Zone 6,8,3,5,4136,Company Owned,54,0,0,1,110,35.0,15,0,B+,3,13,18125
2014,Urban,Small,North,Zone 1,6,0,2,4700,Rented,42,0,0,0,237,32.0,26,0,B,5,30,33136
2015,Rural,Small,South,Zone 1,5,1,2,4689,Company Owned,16,0,0,1,124,30.0,9,0,C,2,21,12056
2016,Rural,Small,West,Zone 1,4,1,3,4464,Rented,22,0,0,0,249,28.0,13,0,B+,5,30,15091
2017,Rural,Small,South,Zone 1,1,0,3,5105,Company Owned,35,0,0,1,170,39.0,0,0,C,0,21,3149
2018,Rural,Small,West,Zone 1,4,1,4,4124,Company Owned,16,0,1,1,133,42.0,8,0,C,5,3,11120
2019,Rural,Large,North,Zone 6,6,0,4,4104,Rented,52,0,0,1,253,29.0,11,0,A,3,6,14144
2020,Rural,Mid,North,Zone 2,3,1,3,5150,Company Owned,53,0,0,1,222,24.0,33,0,A,6,12,42071
2021,Rural,Mid,South,Zone 3,8,0,2,4539,Rented,37,0,0,1,131,40.0,20,0,C,4,27,25124
2022,Rural,Large,North,Zone 5,6,2,2,5802,Rented,43,0,0,1,257,30.0,20,1,B,5,17,24060
2023,Rural,Mid,West,Zone 3,2,0,2,4059,Rented,38,0,0,1,182,42.0,15,0,B,5,19,18150
2024,Rural,Small,South,Zone 6,3,4,3,5734,Rented,56,0,0,1,89,21.0,25,1,B,4,2,31134
2025,Rural,Mid,South,Zone 3,3,2,3,5109,Company Owned,69,0,0,0,80,33.0,5,1,A+,2,27,7139
2026,Rural,Mid,East,Zone 3,8,0,5,5038,Rented,64,0,0,0,213,28.0,27,1,A+,4,27,38070
2027,Rural,Mid,North,Zone 4,8,3,2,5974,Company Owned,23,0,0,0,228,28.0,5,1,B+,5,26,6058
2028,Rural,Mid,South,Zone 2,7,0,1,5696,Company Owned,43,1,0,1,204,57.0,20,0,C,3,32,25097
2029,Rural,Mid,North,Zone 3,0,0,2,7059,Rented,26,0,1,0,128,31.0,22,0,B+,6,27,27101
2030,Rural,Large,South,Zone 5,2,0,2,4032,Company Owned,68,0,0,1,208,28.0,21,1,B+,6,10,27061
2031,Rural,Mid,West,Zone 4,5,0,7,5774,Company Owned,33,0,0,1,195,23.0,19,0,B+,4,11,24066
2032,Rural,Large,West,Zone 6,0,4,4,4314,Company Owned,50,0,0,1,114,25.0,5,0,C,2,23,7113
2033,Rural,Mid,South,Zone 2,1,0,4,4904,Company Owned,43,0,0,0,184,24.0,5,0,B,3,32,6067
2034,Rural,Large,West,Zone 6,8,0,4,4294,Rented,43,0,0,0,135,17.0,14,1,C,2,23,18138
2035,Rural,Mid,North,Zone 4,6,1,4,4058,Rented,30,1,0,1,188,41.0,31,0,B+,5,26,38120
2036,Rural,Mid,South,Zone 4,5,0,2,5874,Rented,55,0,0,1,61,32.0,17,0,C,5,26,23148
2037,Rural,Large,South,Zone 5,0,3,2,6284,Rented,24,0,0,0,230,16.0,4,0,C,2,14,5059
2038,Rural,Mid,North,Zone 2,4,1,2,5235,Company Owned,49,0,0,0,190,23.0,18,0,B+,3,1,21100
2039,Rural,Mid,West,Zone 4,0,1,4,5549,Rented,57,0,0,1,165,23.0,15,0,B+,5,26,18104
2040,Rural,Mid,West,Zone 2,7,0,5,4107,Rented,42,0,0,0,113,18.0,5,0,C,1,18,7108
2041,Rural,Small,North,Zone 1,7,0,4,3235,Rented,40,0,0,0,140,23.0,15,0,B+,6,3,18118
2042,Rural,Large,South,Zone 6,1,1,2,4032,Rented,15,0,0,0,264,25.0,17,0,B+,3,29,21065
2043,Rural,Small,South,Zone 1,1,0,2,7218,Company Owned,45,0,0,1,259,44.0,5,0,B,3,21,5118
2044,Rural,Mid,West,Zone 4,6,1,4,4732,Company Owned,18,1,0,1,108,51.0,29,0,B+,6,26,35107
2045,Rural,Large,North,Zone 6,8,2,2,5219,Rented,67,0,0,0,111,26.0,16,0,C,3,23,22147
2046,Rural,Mid,West,Zone 2,5,1,2,4691,Rented,45,0,0,0,105,18.0,9,0,C,3,1,12065
2047,Rural,Large,West,Zone 5,1,0,3,4322,Company Owned,36,0,0,1,230,33.0,26,1,A+,6,10,37113
2048,Rural,Large,North,Zone 6,0,5,3,4698,Company Owned,44,0,0,1,126,38.0,0,0,C,0,6,3121
2049,Rural,Mid,North,Zone 3,0,1,3,4916,Company Owned,29,0,0,1,90,23.0,13,0,B,6,27,15137
2050,Rural,Large,North,Zone 5,1,1,3,6287,Rented,65,0,0,0,120,19.0,25,0,C,3,24,33071
2051,Rural,Large,North,Zone 6,4,1,2,6714,Company Owned,43,0,0,0,171,31.0,15,0,A,3,28,19151
2052,Rural,Small,West,Zone 6,5,3,4,5246,Rented,32,0,0,1,194,28.0,19,1,C,4,15,24143
2053,Rural,Large,North,Zone 6,3,0,2,5111,Company Owned,39,0,0,0,63,21.0,0,0,C,0,23,12110
2054,Rural,Large,South,Zone 5,5,0,3,3834,Company Owned,38,0,0,1,194,22.0,31,1,A+,5,10,42143
2055,Rural,Mid,South,Zone 3,8,5,4,4395,Company Owned,69,0,0,1,216,22.0,14,0,C,1,19,17147
2056,Rural,Large,North,Zone 5,7,0,4,3573,Company Owned,56,0,0,0,227,24.0,20,0,C,5,14,26103
2057,Rural,Large,West,Zone 5,3,1,3,6722,Company Owned,60,0,0,0,80,31.0,14,0,C,3,14,17118
2058,Rural,Large,North,Zone 6,2,0,2,4913,Company Owned,22,0,0,1,258,33.0,22,0,B+,2,29,26104
2059,Rural,Small,South,Zone 6,7,0,3,5961,Rented,23,1,0,1,63,41.0,18,1,A,6,9,25064
2060,Rural,Mid,North,Zone 2,5,0,2,4521,Rented,45,0,0,0,103,18.0,13,0,B,2,22,14126
2061,Rural,Mid,South,Zone 4,5,3,2,3838,Company Owned,49,0,0,1,145,29.0,6,0,C,3,20,7144
2062,Rural,Mid,North,Zone 4,6,0,2,5184,Rented,41,0,0,1,183,33.0,21,0,B,3,26,25091
2063,Rural,Large,North,Zone 6,5,1,2,5034,Rented,57,0,0,0,172,17.0,19,1,A+,3,28,25079
2064,Rural,Mid,North,Zone 3,5,4,5,4547,Rented,45,0,0,0,170,24.0,26,1,A,3,27,33063
2065,Rural,Mid,North,Zone 3,5,0,2,5029,Company Owned,64,0,0,1,229,31.0,9,1,B,5,27,11116
2066,Rural,Small,West,Zone 1,7,0,7,4206,Rented,46,0,0,0,240,20.0,35,1,C,6,30,50116
2067,Rural,Mid,West,Zone 3,7,1,4,4338,Rented,36,0,0,1,62,28.0,19,0,B+,3,27,23107
2068,Rural,Large,West,Zone 5,8,0,4,4765,Rented,59,0,0,0,183,34.0,26,1,A,6,14,36078
2069,Rural,Large,South,Zone 5,0,1,4,5587,Company Owned,18,0,0,0,126,28.0,15,0,B+,4,14,17139
2070,Rural,Small,North,Zone 6,3,0,2,5535,Company Owned,22,0,0,1,95,33.0,27,0,A,5,8,33127
2071,Rural,Large,West,Zone 6,5,2,5,3389,Rented,44,0,0,1,141,31.0,26,0,C,4,6,34066
2072,Rural,Mid,West,Zone 4,3,2,3,7496,Rented,35,0,0,1,244,27.0,13,1,A+,3,26,17120
2073,Rural,Large,South,Zone 5,0,0,2,5061,Rented,62,0,1,1,83,28.0,0,0,C,0,25,4058
2074,Rural,Small,West,Zone 6,4,0,3,3989,Rented,64,0,0,1,202,31.0,24,0,B+,4,9,28105
2075,Rural,Mid,West,Zone 4,0,0,3,6046,Rented,29,0,0,0,187,24.0,9,0,A,4,26,11101
2076,Urban,Mid,West,Zone 3,7,3,5,5021,Rented,47,0,0,0,65,17.0,11,0,A,6,19,14151
2077,Rural,Large,South,Zone 5,4,2,2,4847,Company Owned,43,0,0,1,106,24.0,18,1,B+,5,25,21123
2078,Rural,Mid,South,Zone 2,5,2,2,5708,Rented,35,0,0,1,224,24.0,6,0,A,2,32,8075
2079,Rural,Mid,South,Zone 3,0,1,3,4227,Rented,64,0,0,0,72,24.0,15,0,A,3,19,18149
2080,Rural,Small,West,Zone 6,7,0,6,4596,Company Owned,56,0,0,0,197,20.0,19,1,A+,2,9,24080
2081,Rural,Large,West,Zone 6,8,0,3,6831,Company Owned,62,0,0,1,160,40.0,18,0,C,6,6,23079
2082,Rural,Small,West,Zone 1,8,0,5,5216,Rented,20,0,0,0,210,18.0,12,0,C,4,30,15069
2083,Rural,Mid,West,Zone 4,1,0,5,3700,Company Owned,60,0,0,0,77,20.0,17,1,B,5,26,23102
2084,Rural,Mid,North,Zone 2,1,0,3,4557,Rented,38,0,0,1,250,28.0,24,1,A+,5,22,30072
2085,Rural,Small,West,Zone 1,7,0,4,6219,Company Owned,45,0,0,1,109,27.0,15,0,A,6,30,19061
2086,Rural,Small,West,Zone 6,7,0,2,4258,Company Owned,63,0,0,1,89,23.0,6,0,B+,4,9,7136
2087,Urban,Large,North,Zone 6,5,1,3,3631,Rented,41,0,0,0,115,18.0,23,1,A,5,23,31115
2088,Rural,Large,West,Zone 6,7,0,3,7784,Rented,20,0,0,1,104,34.0,23,0,B,3,23,28104
2089,Rural,Large,North,Zone 6,2,1,4,5231,Company Owned,52,1,0,1,244,27.0,6,0,C,1,6,8056
2090,Urban,Large,South,Zone 5,8,0,3,4439,Rented,54,0,0,1,72,36.0,4,1,C,3,14,6075
2091,Rural,Mid,South,Zone 2,5,2,2,5395,Company Owned,44,0,0,1,205,31.0,8,0,B,4,32,9120
2092,Rural,Large,North,Zone 6,1,1,4,4367,Rented,53,0,0,0,60,22.0,13,0,A+,6,23,17089
2093,Rural,Mid,South,Zone 2,2,0,2,3952,Rented,52,0,0,1,168,38.0,20,0,A+,2,32,25083
2094,Rural,Mid,North,Zone 4,4,1,4,3932,Company Owned,40,0,0,1,217,32.0,13,1,A+,6,26,18093
2095,Rural,Large,North,Zone 6,2,0,4,4277,Company Owned,21,0,0,1,209,27.0,28,0,A,3,23,37129
2096,Rural,Large,North,Zone 5,1,3,3,4842,Company Owned,42,0,0,1,217,25.0,14,0,A+,4,24,18080
2097,Rural,Mid,South,Zone 2,1,0,2,5486,Company Owned,45,0,1,1,174,40.0,7,0,A+,2,32,9061
2098,Rural,Large,South,Zone 6,6,3,2,4913,Company Owned,46,0,0,1,114,28.0,11,0,B+,5,29,13080
2099,Rural,Large,West,Zone 6,1,1,4,5726,Rented,52,0,0,1,269,32.0,18,0,B+,4,23,22055
2100,Rural,Large,South,Zone 5,8,0,2,5311,Company Owned,16,1,0,1,231,28.0,25,0,B,4,25,29074
2101,Rural,Large,North,Zone 5,7,3,2,5022,Company Owned,49,0,0,1,61,39.0,22,1,C,4,14,28121
2102,Rural,Large,North,Zone 6,2,0,3,4778,Rented,58,0,0,1,198,37.0,28,0,B,6,6,35079
2103,Rural,Large,North,Zone 5,5,0,4,4393,Rented,29,0,0,0,157,23.0,34,1,C,4,14,48069
2104,Rural,Mid,North,Zone 2,7,0,3,3981,Rented,32,0,0,1,88,33.0,27,0,A,2,12,35100
2105,Rural,Large,North,Zone 5,0,1,3,4818,Company Owned,19,0,0,1,79,21.0,31,0,B+,3,17,37100
2106,Urban,Mid,West,Zone 2,2,0,4,4245,Rented,32,0,0,1,242,48.0,11,1,B+,3,12,13080
2107,Rural,Large,West,Zone 5,1,1,2,3612,Company Owned,15,0,0,0,75,49.0,24,0,A,2,14,32077
2108,Rural,Mid,West,Zone 4,7,0,4,5034,Company Owned,26,0,0,1,271,20.0,6,0,B,6,26,7087
2109,Rural,Large,North,Zone 5,1,0,2,6532,Company Owned,22,0,0,1,128,26.0,9,0,B,3,24,12120
2110,Rural,Large,West,Zone 5,2,0,4,5160,Company Owned,32,0,0,1,117,31.0,10,0,B,1,14,11120
2111,Rural,Small,West,Zone 6,2,2,2,5095,Company Owned,19,0,0,0,221,28.0,11,0,A+,6,15,14097
2112,Rural,Small,West,Zone 1,5,0,3,5494,Company Owned,35,0,0,1,75,49.0,18,1,A+,2,21,23099
2113,Rural,Mid,West,Zone 3,7,0,4,6633,Company Owned,60,0,0,1,242,28.0,13,0,A,1,19,17081
2114,Rural,Large,West,Zone 6,8,0,4,3760,Company Owned,57,0,0,1,255,28.0,22,1,B+,2,6,26067
2115,Rural,Large,South,Zone 5,0,1,2,3830,Rented,41,0,0,0,222,18.0,25,0,C,2,10,32131
2116,Rural,Large,West,Zone 6,7,0,4,4818,Company Owned,31,0,0,1,232,34.0,11,0,A,6,23,13102
2117,Urban,Small,North,Zone 6,1,0,3,3363,Rented,48,0,0,1,84,33.0,17,0,B+,5,9,21119
2118,Rural,Large,North,Zone 6,4,0,5,5069,Rented,48,0,0,1,186,33.0,27,1,C,6,29,38113
2119,Rural,Mid,South,Zone 2,8,4,3,4159,Rented,28,0,0,0,159,34.0,25,0,B,4,32,29089
2120,Urban,Large,West,Zone 6,3,3,5,4605,Rented,35,0,0,1,67,28.0,22,1,A+,4,6,29087
2121,Rural,Small,North,Zone 6,8,0,3,4298,Rented,36,0,0,1,172,24.0,9,0,C,2,13,12099
2122,Rural,Mid,West,Zone 4,1,0,4,4533,Company Owned,29,0,0,0,127,21.0,25,0,A+,6,11,31123
2123,Rural,Mid,West,Zone 4,5,2,2,6731,Rented,70,0,0,1,142,25.0,5,0,C,1,11,7102
2124,Rural,Large,North,Zone 6,6,0,3,3072,Company Owned,27,0,0,1,95,37.0,26,0,C,4,28,32071
2125,Rural,Small,West,Zone 6,0,0,4,4375,Rented,37,0,0,0,155,18.0,9,0,A,5,8,13137
2126,Rural,Large,North,Zone 6,4,0,5,4175,Rented,47,0,0,0,95,24.0,24,1,A+,6,23,31062
2127,Rural,Mid,North,Zone 2,8,0,2,4284,Company Owned,26,0,0,1,254,33.0,5,0,B+,2,22,6117
2128,Rural,Large,West,Zone 5,2,0,2,4369,Company Owned,15,0,0,1,109,32.0,22,0,A+,6,14,29065
2129,Rural,Large,North,Zone 6,4,2,6,6140,Company Owned,27,0,0,1,205,33.0,13,0,B,2,23,16127
2130,Rural,Large,North,Zone 6,5,0,4,3707,Company Owned,42,0,0,0,249,30.0,19,1,A+,6,29,27134
2131,Rural,Small,South,Zone 1,6,0,2,5860,Company Owned,35,0,0,1,153,48.0,24,0,A,2,3,31080
2132,Rural,Small,West,Zone 6,0,0,4,5301,Company Owned,65,0,0,1,258,23.0,10,0,C,5,15,13101
2133,Rural,Mid,West,Zone 4,2,0,4,4775,Company Owned,51,0,0,0,136,20.0,20,0,B+,5,11,23126
2134,Rural,Small,West,Zone 6,5,0,3,4974,Rented,54,0,0,0,55,28.0,16,0,B,6,8,19145
2135,Rural,Small,South,Zone 1,1,0,4,5264,Rented,32,0,0,0,110,29.0,25,0,A,3,21,32087
2136,Rural,Large,North,Zone 5,1,0,2,6667,Rented,53,0,0,0,102,19.0,21,0,B+,3,24,25094
2137,Rural,Mid,West,Zone 4,2,3,4,3623,Rented,22,0,0,0,233,24.0,9,0,C,4,11,11130
2138,Urban,Mid,West,Zone 3,7,1,2,5412,Company Owned,56,0,0,1,256,41.0,6,0,C,3,19,8060
2139,Rural,Large,North,Zone 6,3,0,2,6208,Rented,64,0,0,0,58,22.0,24,0,B,2,23,30120
2140,Rural,Mid,South,Zone 4,8,4,2,4123,Rented,47,0,0,0,224,24.0,16,1,A+,3,20,22061
2141,Rural,Mid,North,Zone 2,2,2,2,5291,Rented,62,0,0,1,234,27.0,13,1,A+,4,12,17121
2142,Rural,Large,North,Zone 6,4,1,2,4619,Company Owned,27,1,0,1,213,26.0,22,0,B,2,6,27120
2143,Rural,Large,North,Zone 6,4,1,3,4123,Company Owned,29,0,0,0,144,33.0,6,0,C,1,6,8139
2144,Rural,Large,West,Zone 6,6,0,4,4308,Company Owned,55,0,0,1,61,38.0,6,0,B,5,6,7063
2145,Rural,Large,North,Zone 5,6,0,4,5448,Rented,21,0,0,1,173,38.0,10,1,A+,6,24,14142
2146,Rural,Mid,West,Zone 4,6,0,4,4789,Company Owned,44,0,0,0,229,25.0,17,0,A,3,26,23110
2147,Rural,Mid,North,Zone 3,1,2,2,5275,Rented,28,0,0,0,241,18.0,11,0,A+,3,27,14100
2148,Rural,Large,South,Zone 5,4,0,2,6916,Rented,28,0,0,1,221,21.0,18,0,A,5,10,24092
2149,Rural,Mid,West,Zone 2,0,1,2,5872,Rented,59,0,0,1,90,30.0,23,0,C,3,12,29115
2150,Rural,Small,West,Zone 6,4,0,4,4409,Company Owned,23,0,0,1,228,32.0,17,1,C,3,9,23071
2151,Rural,Mid,West,Zone 4,3,0,4,4388,Company Owned,17,1,0,1,126,38.0,17,0,B,2,26,21128
2152,Rural,Small,South,Zone 1,4,3,2,5246,Company Owned,38,0,0,1,153,37.0,18,0,B,2,21,21123
2153,Rural,Mid,South,Zone 2,8,0,3,5846,Company Owned,23,0,1,1,232,27.0,0,0,C,0,32,3106
2154,Rural,Large,West,Zone 5,4,2,4,8592,Company Owned,22,0,1,1,111,36.0,5,1,C,3,14,6068
2155,Rural,Mid,West,Zone 4,3,0,2,4939,Company Owned,26,0,0,1,254,44.0,31,0,A,5,26,42107
2156,Rural,Large,West,Zone 5,6,0,4,5438,Rented,19,0,0,1,136,31.0,23,1,A,4,25,32117
2157,Rural,Small,South,Zone 6,0,0,2,4966,Company Owned,59,1,1,1,99,26.0,30,0,A+,3,2,39123
2158,Rural,Large,West,Zone 6,4,0,3,4803,Rented,23,1,0,1,242,36.0,9,1,A+,5,6,13058
2159,Rural,Mid,South,Zone 3,8,0,3,4411,Company Owned,35,0,0,0,215,21.0,24,0,C,6,27,31061
2160,Rural,Large,North,Zone 6,6,4,3,4599,Rented,38,1,1,1,175,40.0,26,0,A,6,23,32065
2161,Rural,Large,North,Zone 6,8,0,3,4391,Rented,58,0,0,0,270,19.0,31,1,B,2,23,37151
2162,Rural,Large,North,Zone 6,4,0,4,3528,Company Owned,53,0,0,1,207,36.0,34,0,C,6,23,46092
2163,Rural,Large,North,Zone 6,7,4,4,3159,Company Owned,58,0,0,0,144,38.0,24,1,B+,4,29,29123
2164,Rural,Mid,South,Zone 4,3,2,3,5027,Company Owned,52,0,0,0,232,28.0,16,1,C,5,26,21107
2165,Rural,Mid,West,Zone 4,7,0,6,6799,Rented,64,0,0,1,257,38.0,21,1,C,5,26,28126
2166,Rural,Mid,West,Zone 3,4,4,3,4606,Company Owned,28,0,0,1,188,31.0,10,1,A+,2,19,13069
2167,Rural,Small,North,Zone 6,6,0,3,5163,Company Owned,26,0,0,0,116,19.0,25,0,A,6,8,32108
2168,Rural,Large,South,Zone 5,7,3,3,5242,Rented,26,0,0,1,262,24.0,11,0,B+,2,14,13117
2169,Rural,Mid,South,Zone 4,3,0,4,4066,Rented,39,0,0,1,123,18.0,16,0,A,6,26,22086
2170,Urban,Mid,North,Zone 2,5,3,3,4213,Company Owned,62,0,0,0,69,23.0,14,0,C,6,18,17128
2171,Rural,Small,North,Zone 6,0,0,2,6044,Rented,39,0,0,0,93,31.0,20,0,B+,3,8,25083
2172,Rural,Mid,South,Zone 2,0,0,3,6110,Company Owned,60,0,0,1,104,33.0,30,0,B+,5,32,38123
2173,Rural,Mid,South,Zone 4,8,0,2,5466,Company Owned,52,0,0,1,187,50.0,25,0,C,2,26,32077
2174,Rural,Mid,North,Zone 2,6,2,3,4783,Rented,49,0,0,1,81,35.0,0,0,C,0,12,3063
2175,Rural,Mid,West,Zone 2,0,0,1,4712,Rented,61,0,0,1,205,32.0,22,0,B+,5,18,27117
2176,Rural,Mid,North,Zone 4,7,0,3,5709,Rented,22,0,0,0,269,21.0,24,0,B,2,26,28062
2177,Rural,Mid,West,Zone 3,8,2,5,4195,Company Owned,66,0,1,1,146,30.0,24,1,A+,6,19,31099
2178,Rural,Mid,North,Zone 2,5,0,2,3916,Company Owned,19,0,0,0,189,31.0,25,0,C,6,12,33079
2179,Rural,Large,North,Zone 6,3,1,3,7155,Rented,28,0,0,0,251,20.0,20,1,C,5,28,27131
2180,Urban,Small,North,Zone 6,8,3,3,7176,Rented,39,0,0,1,198,51.0,25,1,A+,5,8,32126
2181,Rural,Small,North,Zone 6,5,0,2,5872,Company Owned,42,0,0,1,109,26.0,25,1,A+,6,8,32093
2182,Rural,Large,North,Zone 6,6,1,3,5621,Company Owned,52,0,0,1,112,39.0,9,1,A+,2,29,12129
2183,Rural,Mid,North,Zone 2,7,3,3,6271,Rented,54,0,0,1,199,27.0,21,0,A,2,12,27073
2184,Rural,Mid,West,Zone 3,6,0,5,5274,Company Owned,44,0,0,1,57,33.0,20,0,B+,5,19,23132
2185,Rural,Mid,South,Zone 3,1,0,3,5401,Company Owned,47,0,0,1,57,35.0,21,0,B,6,19,25102
2186,Rural,Large,North,Zone 6,5,3,4,5497,Rented,69,0,0,1,176,32.0,13,0,C,3,29,17119
2187,Rural,Mid,South,Zone 3,5,0,2,4009,Rented,21,0,0,0,136,28.0,0,0,C,0,19,6126
2188,Rural,Large,South,Zone 5,5,0,2,5010,Company Owned,44,0,0,0,57,33.0,23,1,C,6,25,30087
2189,Rural,Large,South,Zone 5,2,0,4,4779,Rented,35,0,0,0,68,23.0,19,1,C,3,10,27117
2190,Rural,Large,North,Zone 6,2,2,2,6742,Company Owned,25,0,0,1,56,41.0,33,1,B,3,23,40142
2191,Rural,Mid,South,Zone 3,8,0,2,4562,Company Owned,55,0,0,0,244,28.0,23,0,B+,4,27,28134
2192,Urban,Large,West,Zone 5,0,1,3,5383,Company Owned,41,1,0,1,109,42.0,38,0,A+,5,24,50055
2193,Rural,Mid,West,Zone 4,1,1,4,4663,Rented,50,0,0,0,132,30.0,25,0,A,2,26,32148
2194,Rural,Mid,West,Zone 2,8,2,4,4499,Rented,64,0,0,0,127,24.0,6,0,B+,2,1,7079
2195,Rural,Large,West,Zone 5,3,0,7,3619,Rented,55,0,0,1,200,47.0,38,1,A+,5,25,53081
2196,Rural,Large,North,Zone 6,3,3,2,6152,Rented,60,0,0,0,99,19.0,25,0,A,5,23,31134
2197,Rural,Small,South,Zone 1,3,0,3,3506,Rented,62,0,0,1,87,23.0,15,1,B,4,31,17141
2198,Rural,Large,North,Zone 6,6,0,3,4263,Rented,67,0,0,1,56,24.0,9,0,C,1,28,12081
2199,Urban,Large,West,Zone 6,7,4,5,5665,Rented,47,0,0,1,255,24.0,13,0,C,3,23,16146
2200,Rural,Mid,West,Zone 3,5,0,6,5256,Company Owned,42,0,0,0,166,21.0,32,0,B+,3,19,40113
2201,Rural,Large,South,Zone 5,8,0,2,4687,Rented,17,0,0,0,80,20.0,30,0,C,5,25,40113
2202,Rural,Mid,North,Zone 2,0,0,3,4910,Rented,37,0,0,1,140,26.0,30,0,B,5,12,36137
2203,Rural,Small,North,Zone 1,2,1,2,5150,Rented,17,0,0,1,106,27.0,14,0,B,3,16,16150
2204,Rural,Large,North,Zone 6,1,0,4,3834,Company Owned,63,0,0,1,173,26.0,30,1,A+,2,23,40127
2205,Urban,Mid,North,Zone 3,8,1,2,4881,Company Owned,52,0,0,1,99,27.0,29,0,B,3,27,35105
2206,Rural,Mid,West,Zone 3,3,1,4,3914,Company Owned,67,0,0,1,247,35.0,7,1,C,2,19,9142
2207,Rural,Large,North,Zone 5,8,0,4,4750,Company Owned,53,0,0,0,113,23.0,26,0,B+,3,17,30136
2208,Rural,Large,West,Zone 5,7,0,3,5291,Company Owned,32,0,0,1,207,46.0,24,1,A+,3,5,30138
2209,Rural,Mid,East,Zone 4,0,2,7,4127,Company Owned,69,0,0,1,266,39.0,4,0,C,1,26,5137
2210,Rural,Mid,West,Zone 3,0,0,4,5115,Company Owned,45,1,0,1,58,24.0,23,0,A+,3,19,32068
2211,Rural,Large,North,Zone 6,0,0,3,4523,Rented,61,0,0,0,139,28.0,20,0,A,4,23,25095
2212,Urban,Large,North,Zone 6,3,4,2,4204,Company Owned,36,0,0,0,191,21.0,25,0,B,4,28,29075
2213,Urban,Mid,South,Zone 3,2,2,3,3483,Company Owned,46,0,0,1,209,22.0,10,1,A+,6,27,14077
2214,Rural,Mid,South,Zone 2,1,0,2,6093,Company Owned,59,0,0,1,262,43.0,29,1,B+,3,32,38120
2215,Rural,Large,West,Zone 5,5,4,4,3869,Company Owned,35,0,0,0,249,20.0,14,0,A,1,10,18125
2216,Rural,Mid,West,Zone 4,6,0,4,5944,Company Owned,63,1,0,1,230,27.0,27,0,A,2,11,34129
2217,Rural,Mid,West,Zone 4,8,0,4,6226,Rented,46,0,0,1,127,32.0,25,1,B+,4,26,32115
2218,Urban,Small,West,Zone 1,3,0,4,6759,Company Owned,64,0,0,0,79,25.0,18,0,A,6,30,26140
2219,Rural,Mid,South,Zone 2,7,0,2,6079,Company Owned,34,0,0,1,212,24.0,19,0,B,3,22,24145
2220,Rural,Large,North,Zone 6,4,0,3,4234,Company Owned,19,0,0,1,224,38.0,5,1,C,3,29,7134
2221,Rural,Large,North,Zone 6,3,0,2,4975,Company Owned,49,0,0,0,204,26.0,18,1,B+,4,28,22088
2222,Rural,Mid,West,Zone 4,8,1,4,5705,Rented,20,0,0,0,188,19.0,13,0,B,4,26,15061
2223,Rural,Small,North,Zone 1,6,3,1,6033,Rented,61,0,0,0,114,18.0,12,0,C,2,3,15123
